 ElephantHeartbeat , BloodOxygen , BodyTemperature ,HealthStatus
36.15,99.73,35.52,Normal
28.6,99.43,34.99,Normal
25.9,97.74,35.15,Normal
39.64,98.71,34.45,Normal
37.22,99.53,35.03,Normal
26.59,98.53,34.67,Normal
27.79,96.3,35.15,Normal
37.82,96.09,35.99,Normal
30.89,97.72,34.43,Normal
35.77,99.09,34.66,Normal
33.92,97.57,35.06,Normal
25.48,97.59,34.14,Normal
29.58,99.34,35.41,Normal
25.87,99.25,35.06,Normal
32.79,95.34,35.27,Normal
29.4,98.64,34.68,Normal
32.25,99.97,34.88,Normal
35.55,95.2,35.79,Normal
25.66,95.7,35.32,Normal
30.7,98.55,34.25,Normal
39.31,99.18,34.26,Normal
28.88,99.45,34.11,Normal
27.65,97.7,34.97,Normal
35.3,96.76,34.77,Normal
27.02,97.59,34.95,Normal
39.36,99.05,35.88,Normal
36.26,98.22,33.91,Normal
39.83,98.15,34.94,Normal
34.15,97.86,34.28,Normal
32.91,98.3,34.18,Normal
29.35,99.28,35.94,Normal
29.71,96.63,35.31,Normal
31.09,95.89,34.75,Normal
33.24,96.29,34.86,Normal
26.69,99.38,34.35,Normal
32.21,98.81,34.84,Normal
27.15,95.01,35.13,Normal
35.58,97.48,35.74,Normal
39.67,97.18,35.48,Normal
36.27,95.05,34.2,Normal
33.49,99.33,35.38,Normal
29.98,96.32,35.62,Normal
32.94,97.69,35.13,Normal
30.74,97.66,34.63,Normal
38.68,98.78,34.51,Normal
33.18,99.9,35.1,Normal
39.1,98.16,34.38,Normal
35.32,98.59,35.44,Normal
39.56,95.81,34.61,Normal
37.03,96.83,34.88,Normal
27.11,96.75,34.99,Normal
29.11,99.1,35.47,Normal
30.5,95.22,33.96,Normal
38.45,96.04,34.34,Normal
38.08,99.39,35.51,Normal
30.11,96.82,34.89,Normal
32.65,96.42,34.59,Normal
25.4,99.38,34.73,Normal
28.91,98.89,34.32,Normal
31.01,98.39,34.58,Normal
36.9,98.87,34.45,Normal
30.89,97.75,34.88,Normal
30.5,99.25,35.79,Normal
37.92,99.51,34.68,Normal
27.08,97.64,35.29,Normal
37.03,98.11,35.13,Normal
34.93,99.3,35.2,Normal
39.66,98.85,35.03,Normal
36.61,97.1,35.45,Normal
37.47,99.19,35.3,Normal
30.36,98.85,35.72,Normal
29.47,98.12,34.75,Normal
31.25,98.92,35.17,Normal
36.68,99.96,35.73,Normal
38.53,96.83,34.13,Normal
29.93,98.43,34.78,Normal
28.4,96.92,35.94,Normal
29.7,98.01,35.17,Normal
36.7,97.34,34.25,Normal
36.01,99.89,35.36,Normal
30.14,98.36,35.9,Normal
25.51,98.56,34.51,Normal
28.2,97.29,34.37,Normal
31,97.78,34.82,Normal
27.22,95.95,35.69,Normal
27.17,98.62,35.43,Normal
31.08,95.2,35.5,Normal
27.85,95.01,34.1,Normal
32.82,98.47,34.07,Normal
30.46,97.78,35.02,Normal
25.09,97.56,35.5,Normal
35.2,95.21,35.57,Normal
30.89,98.23,34.9,Normal
33.26,99.85,34.61,Normal
30.76,98.98,34.06,Normal
34.8,99.6,35.37,Normal
37.56,97.39,34.69,Normal
35.03,97.95,34.36,Normal
30.27,96.35,34.91,Normal
27.7,98.8,35.53,Normal
39.21,97.15,34.71,Normal
25.25,97.69,35.56,Normal
26.3,95.88,35.38,Normal
39.39,96.65,35.99,Normal
39.36,99.51,35.43,Normal
31.29,99.09,35.7,Normal
33.33,95.58,35.32,Normal
32.51,98.18,35.92,Normal
36.79,98.18,35.72,Normal
32.56,96.89,34.74,Normal
31.48,99.66,35.69,Normal
27.94,97.35,35.34,Normal
25.04,99.54,35.72,Normal
39.75,95.28,34.55,Normal
27.13,97.46,35.4,Normal
37.26,99.45,34.39,Normal
32,99.75,34.56,Normal
38.27,97.33,35.57,Normal
26.3,96.34,34.94,Normal
31.19,99.98,35.41,Normal
33.31,99.52,35.47,Normal
34.1,95.7,34.59,Normal
37.81,97.88,35.35,Normal
25.37,98.68,34.74,Normal
36.11,97.25,34.22,Normal
26.67,99.98,35.88,Normal
31.54,98.78,35.7,Normal
36.6,97.47,35.54,Normal
29.55,98.39,34.71,Normal
32.03,98.42,34.02,Normal
38.24,96.61,35.07,Normal
25.74,98.09,35.34,Normal
29.3,98.37,35.72,Normal
30.25,95.61,34.14,Normal
29.48,97.82,35,Normal
32.04,96.92,35.7,Normal
38.14,95.03,35.67,Normal
37.46,98.94,34.29,Normal
34.84,98.01,35.39,Normal
39.32,98.98,33.97,Normal
27.91,99.46,35.72,Normal
35.4,96.1,33.95,Normal
36.24,99.8,34.44,Normal
30.57,99.47,34.53,Normal
30.51,99.94,35.4,Normal
37.38,99.72,35.96,Normal
38.19,97.75,33.92,Normal
35.48,95.14,35.25,Normal
33.55,96.7,34.64,Normal
32.02,98.17,35.02,Normal
29.8,99.25,35.87,Normal
37.33,96.05,34.92,Normal
36.69,99.92,34.92,Normal
36.82,97.03,35.94,Normal
31.04,99.12,35.47,Normal
31.31,97.28,35.69,Normal
33.44,99.91,35.62,Normal
33.81,95.95,34.42,Normal
32.24,96.88,35.43,Normal
27.8,98.27,34.78,Normal
25.53,96.85,35.7,Normal
25.86,98.36,35.11,Normal
28.13,99.66,35.68,Normal
33.33,99.03,35.01,Normal
36.44,96.6,35.07,Normal
31.99,99.16,34.62,Normal
33.71,95.48,34.53,Normal
32.37,95.72,34.68,Normal
38.43,99.36,35.26,Normal
38.92,95.96,34.59,Normal
35.26,98.56,34.58,Normal
35.67,96.67,35.02,Normal
30.21,98.43,35.88,Normal
39.24,98.06,35.99,Normal
34.15,98.41,35.7,Normal
30.56,96.88,34.98,Normal
37.79,98.28,34.51,Normal
38.99,97.89,34.31,Normal
27.08,95.07,34.29,Normal
30.27,99.92,35.42,Normal
27.29,96.3,34,Normal
28.66,99.14,35.47,Normal
38.68,98.45,35.68,Normal
35.46,97.94,35.34,Normal
34.27,96.21,35.04,Normal
26.88,96.26,35.37,Normal
26.51,97.7,33.98,Normal
28.11,99.31,34.5,Normal
31.49,97.64,34.34,Normal
31.06,98.51,35.88,Normal
26.38,95.77,34.52,Normal
36.39,96.87,35.8,Normal
27.58,99.31,34.34,Normal
27.24,95.26,34.17,Normal
32.52,97.2,34.97,Normal
25.78,96.44,35,Normal
38.9,96.99,34.49,Normal
30.76,99.74,35.73,Normal
25.87,97.28,35.99,Normal
29.03,97.82,34.81,Normal
30.36,96.82,34.13,Normal
39.14,95.41,35.88,Normal
25.64,97.88,33.94,Normal
39.33,96.94,35.31,Normal
37.09,95.98,35.39,Normal
29.38,96.11,33.98,Normal
34.24,97.78,35.76,Normal
34.03,98.06,34,Normal
38.34,97.95,35.32,Normal
36.38,99.39,35.44,Normal
28.91,97.55,35.68,Normal
38.01,97.7,35.6,Normal
28.11,98.05,35.32,Normal
34.43,95.74,34.62,Normal
37.72,98.79,34.43,Normal
28.07,98.91,34.77,Normal
30.14,98.87,34.66,Normal
25.62,98.99,35.81,Normal
39.77,98.09,35.78,Normal
26.52,98.95,35.03,Normal
29.37,98.85,35.62,Normal
37.43,96.77,34.91,Normal
27.3,99.85,35.17,Normal
36.75,95.4,33.91,Normal
37.88,95.58,34.97,Normal
37.48,97.39,34,Normal
25.8,98.01,34.31,Normal
38.87,99.18,33.93,Normal
36.06,96.71,35.35,Normal
39.26,99.76,35.98,Normal
28.05,97.61,34.66,Normal
39.61,98.53,34.17,Normal
36.94,95.55,34.51,Normal
39.9,96.73,35.24,Normal
37.73,98.21,35.01,Normal
38.82,99.01,34.61,Normal
27.34,98.05,35.39,Normal
28.53,96.14,35.46,Normal
27.63,98.54,35.55,Normal
25.08,95.6,35.86,Normal
32.98,96.88,34.06,Normal
36.48,97.45,34.01,Normal
38.92,96.46,34.31,Normal
27.67,97.14,34.41,Normal
35.37,97.61,34.36,Normal
28.45,96.7,34.75,Normal
32.45,95.37,35.12,Normal
25.76,99.65,35.01,Normal
35.36,97.76,35.26,Normal
26.59,99.88,34.67,Normal
37.06,98.94,35.41,Normal
34.47,97.22,34.41,Normal
33.08,99.48,34.28,Normal
25.55,96.61,34.96,Normal
32.11,96.22,35.02,Normal
32.36,95.44,34.1,Normal
38.04,97,34.73,Normal
36.48,98.68,34.85,Normal
37.05,95.16,35.65,Normal
30.35,96.75,34.65,Normal
30.06,97.66,34.73,Normal
29.97,99.55,35.2,Normal
26.69,99.19,35,Normal
25.01,97.62,34.45,Normal
30.82,95.13,35.76,Normal
34.56,95.25,35.83,Normal
30.85,98.51,34.87,Normal
39.65,99.78,35.7,Normal
35.42,95.52,34.82,Normal
33,95.34,33.91,Normal
37.98,96.79,35.89,Normal
30.25,98.22,34.78,Normal
27.17,99.28,35.38,Normal
38.33,95.97,35.5,Normal
32.95,97.44,35.31,Normal
26.64,96.29,34.37,Normal
34.37,97.71,34.75,Normal
37.94,96.57,35.35,Normal
34.82,97.79,35.65,Normal
35,99.62,34.41,Normal
29.73,95.92,35.83,Normal
37.05,96.7,34.57,Normal
39.09,96.76,35.38,Normal
37.17,97.04,33.97,Normal
35.98,98.34,34.4,Normal
38.63,96.03,35.98,Normal
28.27,96.75,35.63,Normal
32.39,99.97,34.21,Normal
31.04,95.18,35.33,Normal
35.62,99.48,34.72,Normal
37.51,97.17,34.59,Normal
34.79,96.3,35.95,Normal
26.3,97.47,35.8,Normal
26.27,95.51,34.65,Normal
35.28,95.62,33.98,Normal
39.33,97.3,35.53,Normal
39.14,99.08,35.41,Normal
34.33,97.03,35.14,Normal
29.04,96.45,34.71,Normal
37.15,99.79,35.52,Normal
37.73,96.68,34.94,Normal
34.15,95.9,34.52,Normal
30.36,98.59,35.36,Normal
36.77,99.8,33.92,Normal
32.41,99.06,33.92,Normal
34.12,98.32,34.57,Normal
28.06,98.72,35.27,Normal
33.03,95.4,35.87,Normal
29,96.17,35.94,Normal
37.67,96.68,35.1,Normal
25.31,99.12,34.32,Normal
25.24,95.53,35.68,Normal
37.71,98.78,35.59,Normal
37.1,99.36,34.43,Normal
36.37,99.05,34.09,Normal
35.71,96.5,35.98,Normal
25.13,98.08,35.72,Normal
33.16,97.08,34.48,Normal
36.86,95.03,34.14,Normal
36.08,95.69,33.92,Normal
30.5,99.42,34.29,Normal
29.02,99.65,34.95,Normal
28.32,96.61,34.41,Normal
27.28,99.05,35.3,Normal
32.8,95.22,35.67,Normal
31.5,97.58,35.36,Normal
32.29,97.88,35.73,Normal
30.01,96.27,34.5,Normal
37.58,99.7,35.56,Normal
39.45,99.84,34.4,Normal
35.69,98.21,34.02,Normal
38.86,95.52,35.86,Normal
34.55,96.07,35.73,Normal
31.18,96.42,34.28,Normal
29.24,95.15,34.32,Normal
33.56,98.81,34.33,Normal
29.62,97.42,35.08,Normal
29.12,99.65,35.61,Normal
34.21,97.07,34.1,Normal
33.42,99.3,33.9,Normal
37.22,95.36,34.93,Normal
35.38,96.52,34,Normal
35.34,98.46,34.55,Normal
33.85,95.55,35.94,Normal
34.28,97.15,35.18,Normal
25.73,96.69,35.29,Normal
28.09,98.19,34.66,Normal
33.73,98.77,35.46,Normal
32.46,97.85,35.27,Normal
33.95,95.99,34.72,Normal
29.55,97.54,35.51,Normal
35.93,98.28,35.06,Normal
25.15,95.07,35.92,Normal
33.28,98.18,34.48,Normal
25.9,99.9,35.28,Normal
39.63,97.88,34.43,Normal
32.58,96.58,35.91,Normal
39.26,95.5,35.09,Normal
34.73,99.16,35.67,Normal
38.38,95.7,35.84,Normal
28.36,96.52,35.14,Normal
35.32,99.24,34.8,Normal
35.22,98.1,35.79,Normal
28.22,99.89,34.02,Normal
35.05,95.99,34.05,Normal
31.3,99.34,35.56,Normal
28.01,95.51,33.96,Normal
34.39,97.53,33.95,Normal
33.91,98.16,35.82,Normal
39.68,96.66,35.89,Normal
35.8,97.32,34.6,Normal
30.9,95.68,34.26,Normal
35.21,95.81,34.21,Normal
36.16,98.13,33.93,Normal
27.55,99.25,35.24,Normal
26.58,95.63,34.35,Normal
29.16,97.45,35.81,Normal
25.05,99.57,35.46,Normal
28.87,99.33,34.45,Normal
29.73,96.34,34.47,Normal
34.46,95.05,34.59,Normal
33.05,98.17,34.46,Normal
39.42,95.19,33.96,Normal
26.12,98.6,33.96,Normal
35.91,97.63,34.37,Normal
31.39,99.21,35.06,Normal
25.18,99.61,35.44,Normal
31.96,95.53,34.78,Normal
28.38,99.8,34.69,Normal
33.66,96.16,34.94,Normal
32.93,99.01,34.89,Normal
30.35,98.57,34.99,Normal
28.21,97.81,35.15,Normal
38.74,96.9,34.21,Normal
31.71,98.62,34.34,Normal
37.26,96.57,35.95,Normal
34.82,95.09,34.69,Normal
27.06,97.52,35.44,Normal
35.46,98.77,34.57,Normal
32.19,97.75,34.83,Normal
25.81,97.56,34.17,Normal
31.84,97.92,35.02,Normal
31.7,96.57,35.86,Normal
33.84,99.48,34.55,Normal
38.18,95.14,34.55,Normal
27.53,95.39,34.43,Normal
25.29,99.29,34.13,Normal
30.81,98.02,34.46,Normal
29.74,98.18,34.44,Normal
36.65,99.89,34.3,Normal
30.8,98.31,34.61,Normal
38.57,98.76,35.4,Normal
35.62,97.81,35.34,Normal
35.75,96.35,35.34,Normal
39.38,95.59,34.5,Normal
29.39,99.32,34.38,Normal
38.89,95.13,34.33,Normal
27.8,96.26,36,Normal
31.2,95.9,34.51,Normal
34.98,96.14,35.44,Normal
37.66,98.17,34.48,Normal
37.23,97.77,35.03,Normal
36.85,95.88,35.68,Normal
35.4,97.36,34.03,Normal
30.61,99.01,35.18,Normal
33.91,98.08,35.23,Normal
35.86,97.16,35.86,Normal
27.41,99.76,34.71,Normal
34.33,99.03,35.1,Normal
25.49,95.35,34.59,Normal
29.66,99.11,35.43,Normal
33.22,96.78,34.77,Normal
33.9,98.29,34.13,Normal
28.34,95.61,34.04,Normal
30.89,95.77,35.95,Normal
29.13,98.04,34.01,Normal
33.91,99.1,35.42,Normal
38.53,96.86,34.82,Normal
39.35,95.02,34.29,Normal
29.84,95.15,34.43,Normal
32.76,97.79,35.62,Normal
37.77,99.99,34.17,Normal
39.7,96.07,34.14,Normal
39.47,99.17,35.71,Normal
35.49,98.67,35.39,Normal
38.47,99.28,35.7,Normal
37.88,99.5,35.68,Normal
29.47,98.93,35.59,Normal
29.69,99.05,35.54,Normal
28.82,98.58,35.27,Normal
39.09,99.19,35.43,Normal
33.48,98.67,34.02,Normal
28.88,95.85,34.89,Normal
34.81,97.68,35.35,Normal
39.37,97.06,35.73,Normal
36.32,96.36,34.15,Normal
28.73,98.27,34.69,Normal
32.38,98.38,35.79,Normal
38.24,98.45,35.69,Normal
28.13,95.01,35.94,Normal
29.97,98.06,34.18,Normal
32.45,96.98,34.73,Normal
34.59,95.53,34.72,Normal
37.56,97.45,34.12,Normal
35.37,95.3,34.25,Normal
25.69,95.47,34.82,Normal
25.36,98.49,34.55,Normal
33.81,95.32,35.69,Normal
35.54,98.22,35.28,Normal
33.33,98.17,35.96,Normal
26.09,95.02,35.47,Normal
34.92,98.17,35.81,Normal
30.55,95.77,34.69,Normal
39.85,97,35.29,Normal
33.85,96.85,35.64,Normal
35.86,95.63,35.75,Normal
34.59,99.2,35.27,Normal
39.4,98.49,35.25,Normal
30.02,99.81,35.96,Normal
29.25,95.46,34.91,Normal
31.59,99.53,34.28,Normal
37.52,98.87,35.03,Normal
31.92,98.17,34.63,Normal
35.82,95.41,33.92,Normal
33.71,95.57,35.64,Normal
27.82,95.14,35.82,Normal
30.87,95,34.15,Normal
34.07,99.9,34.96,Normal
37.83,99.33,35.69,Normal
29.37,96.36,35.5,Normal
35.72,98.83,34.34,Normal
39.12,97.04,34.41,Normal
25.16,96.67,34.17,Normal
39.25,97.23,34.75,Normal
33,95.7,34.8,Normal
27.98,98.85,35.82,Normal
28.04,95.73,34.15,Normal
28.48,95.08,35,Normal
31.16,97.27,34.37,Normal
26.7,99.1,35.33,Normal
34.6,98.99,34.19,Normal
26.09,98.58,34.01,Normal
27.62,99.15,34.31,Normal
33.37,99.3,35.49,Normal
29.02,95.35,35.02,Normal
38.15,96.15,35.21,Normal
31.14,98.54,35.78,Normal
34.49,98.11,35.98,Normal
36.89,97.57,35.15,Normal
33.4,97.62,35.87,Normal
30.25,96.35,34.4,Normal
30.61,98.68,34.58,Normal
32.91,99.87,35.24,Normal
30.48,99.86,35.23,Normal
32.26,97.79,34.96,Normal
31.93,95.52,35.48,Normal
26.3,99.5,35.21,Normal
31.43,96.77,34.98,Normal
28.58,99.32,35.84,Normal
25,99.9,35.52,Normal
31.89,98.55,35.6,Normal
25.5,98.47,35.41,Normal
28.57,96.93,35.15,Normal
29.06,99.88,34.29,Normal
34.44,97.15,35.08,Normal
37.82,95.52,34.77,Normal
26.6,95.96,35.92,Normal
37.43,97.51,35.27,Normal
32.6,95.75,35.38,Normal
32.03,97.86,34.36,Normal
31.84,99.89,35.62,Normal
27.77,98.58,34.02,Normal
31.07,97.37,34.25,Normal
38.75,97.34,35,Normal
39.79,99.04,35.79,Normal
35.62,99.9,35.46,Normal
39.67,99.94,34.16,Normal
27.96,96.02,35.03,Normal
30.75,98.77,35.69,Normal
35.05,98.72,35.01,Normal
35.99,96.8,35.45,Normal
36.71,95.53,34.1,Normal
36.75,96.71,35.71,Normal
30.56,97.6,35.97,Normal
25.14,97.86,35.47,Normal
39.09,96.88,35.06,Normal
28.33,96.25,34.01,Normal
35.96,99.87,35.36,Normal
34.8,99.43,35.94,Normal
39.95,99.65,35.17,Normal
29.82,96.65,35.72,Normal
36.48,98.82,35.07,Normal
39.99,97.89,35.51,Normal
37.42,97.83,34.8,Normal
27.95,95.63,34.76,Normal
35.44,95.72,34.74,Normal
27.51,99.34,35.63,Normal
31.2,97.14,35.54,Normal
29.45,95.94,35.59,Normal
37.25,99.97,35.9,Normal
34.83,96.38,35.74,Normal
25.35,98.46,35.64,Normal
32.27,99.2,35.41,Normal
25.73,97.77,34.2,Normal
28.68,99.87,35.8,Normal
35.03,99.11,34.59,Normal
26.06,96.51,35.73,Normal
25.46,95.17,34.72,Normal
35.95,98.62,35.19,Normal
27.29,96.34,35.5,Normal
36.91,95.97,34.44,Normal
30.84,99.44,35.91,Normal
33.09,99.25,34.25,Normal
33.03,96.28,35.84,Normal
32.82,98.01,35.83,Normal
33.62,97.04,34.43,Normal
36.7,96.79,34.33,Normal
27.9,95.31,35.65,Normal
30.54,99.12,34.27,Normal
31.36,99.59,35.4,Normal
32.41,95.41,34.32,Normal
28.78,96.37,34.34,Normal
25.14,99.18,35.68,Normal
29.24,95.04,34.26,Normal
29.58,98.51,34.56,Normal
33.07,97.06,35.7,Normal
26.06,98.9,35.34,Normal
30.1,98.12,34.57,Normal
34.18,98.83,34.05,Normal
26.69,96.93,34.75,Normal
27.04,95.05,35.11,Normal
27.34,96.97,34.04,Normal
38.45,98.45,35.69,Normal
26.09,96,35.22,Normal
36.88,97.4,34.74,Normal
27.86,99.63,34.61,Normal
29.99,95.07,34.25,Normal
28.68,95.72,34.1,Normal
27.6,98.29,35.97,Normal
35.26,98.52,34.64,Normal
37.62,95.88,35.58,Normal
33.04,96.7,35.52,Normal
28.87,97.57,35.31,Normal
30.3,97.31,34.15,Normal
33.58,97.46,34.43,Normal
35.44,96.29,35.7,Normal
33.34,95.13,34.7,Normal
35.49,95.31,35.17,Normal
33.56,97.12,34.96,Normal
35.37,97.53,34.77,Normal
37.59,95.86,34.63,Normal
36.05,97.68,34.23,Normal
35.5,97.52,35.3,Normal
28.52,98.57,35.92,Normal
32.04,99.05,35.3,Normal
35.84,96.56,35.49,Normal
25.56,96.85,35.59,Normal
36.05,99.44,35.41,Normal
29.55,99.55,35.9,Normal
28.29,97.4,34.54,Normal
25.72,99.54,35.04,Normal
25.07,98.54,35.39,Normal
25.11,99.78,34.05,Normal
39.32,95.04,34.17,Normal
29.8,95.21,35.33,Normal
39.96,96.61,34.2,Normal
33.56,96.19,35.99,Normal
27.49,96.83,35.69,Normal
34.75,99.62,34.66,Normal
33.08,97.9,34.7,Normal
29.55,97.04,35.45,Normal
25.89,99.62,35.21,Normal
29.41,95.94,35.27,Normal
36.17,98.36,35.52,Normal
36.12,98.92,35.57,Normal
35.74,98.71,35.55,Normal
29.18,98.48,34.31,Normal
36.92,97.94,34.86,Normal
27.97,99.87,35.41,Normal
26.89,99.38,34.15,Normal
37.42,96.38,34.01,Normal
33.42,96.23,35.2,Normal
34.63,98.53,34.99,Normal
34.97,97.87,34.64,Normal
32.1,98.36,35.5,Normal
38.69,98.97,34.71,Normal
30.16,95.44,34.32,Normal
30.09,98.35,34.92,Normal
36.82,97.56,35.28,Normal
39.5,98.83,35.99,Normal
26.56,98.15,35.57,Normal
27.17,95.49,34.21,Normal
31.61,95.53,35.41,Normal
33.29,96.38,34.39,Normal
32.36,99.54,35.12,Normal
37.83,95.35,34.73,Normal
27.97,97.49,35.16,Normal
30.24,97.17,35.5,Normal
25.97,95.99,35.27,Normal
38.94,97.29,35.57,Normal
39.78,97.82,35.84,Normal
26.12,95.74,34.17,Normal
26.24,96.92,34.36,Normal
38.01,99.56,34.68,Normal
36.05,98.13,34.78,Normal
26.43,95.21,34.06,Normal
33.61,98.65,34.66,Normal
39.57,97.72,35.37,Normal
30.29,98.88,33.98,Normal
32.45,97.68,33.96,Normal
35.01,99.94,34.11,Normal
33.14,96.69,35.69,Normal
28.42,99.41,34.79,Normal
27.31,95.73,34.35,Normal
36.77,96.07,35,Normal
31.04,96.09,34.27,Normal
35.45,96.25,34.37,Normal
39.66,99.16,35.77,Normal
38.6,99.62,35.46,Normal
30.01,96.77,34.93,Normal
25.24,96.37,35.82,Normal
27.29,97.62,35.29,Normal
25.32,97.63,34.13,Normal
34.81,98.99,35.67,Normal
30.09,97.34,35.07,Normal
32.36,97.8,34.83,Normal
32.91,95.79,35.02,Normal
33.82,99.31,35.6,Normal
35.2,95.8,34.53,Normal
35.89,95.72,35.98,Normal
37.41,96.36,35.12,Normal
34.69,97.8,35.89,Normal
25.9,98.94,35.3,Normal
34.89,96.64,34.74,Normal
29.81,96.33,35.33,Normal
30.99,97.34,34.64,Normal
36.72,99.71,34.56,Normal
30.16,99.51,35.67,Normal
32.22,96.45,35.77,Normal
32.93,95.93,34.19,Normal
38.67,95.93,35.45,Normal
35.65,98.77,35.62,Normal
34.08,95.99,34.45,Normal
31.91,95.53,34.6,Normal
29.62,98.91,34.8,Normal
31.55,98.12,35.51,Normal
30.4,98.05,34.84,Normal
32.87,99.04,34.47,Normal
34.35,98.29,35.05,Normal
39.75,99.43,34.29,Normal
25.77,98.98,34.17,Normal
32.92,97.01,35.68,Normal
39.34,96.08,33.99,Normal
26.99,95.64,34.87,Normal
27.2,96.18,35.5,Normal
35.69,96.34,35.02,Normal
27.88,95.23,35.56,Normal
26.46,96.42,34.88,Normal
37.53,99.77,34.28,Normal
31.15,95.04,34.11,Normal
26.38,96.13,34.64,Normal
35.11,99.03,35.43,Normal
29.78,95.98,34.5,Normal
34.26,96.86,35.78,Normal
33.98,95.81,34.66,Normal
31.07,99.89,35.1,Normal
37.4,99.91,35.98,Normal
37.63,96.9,34.21,Normal
27.52,97.71,34.06,Normal
38.82,95.97,34.33,Normal
32.33,98.24,34.69,Normal
39.33,95.42,35.78,Normal
39.89,100,35.86,Normal
28.73,98.45,35.7,Normal
35.82,97.08,35.65,Normal
26.28,96.45,35.99,Normal
30.13,99.25,34.95,Normal
29.66,99.36,34.19,Normal
35.39,95.77,34.06,Normal
36.29,99.08,35.09,Normal
31.86,97.88,35.4,Normal
34.44,99.66,35.73,Normal
25.27,95.39,35.43,Normal
27.24,95.45,35.23,Normal
36.47,96.34,35.84,Normal
29.32,98.76,33.97,Normal
33.67,95.45,33.99,Normal
34.42,99.52,34.02,Normal
38.41,96.84,35.35,Normal
32.49,99.22,34.66,Normal
31.42,97.23,35.74,Normal
36.95,99.73,35.11,Normal
36.1,95.1,34.77,Normal
38.32,96.48,35.53,Normal
26.06,98.67,34.72,Normal
36.81,98.55,34.85,Normal
25.57,95.5,35.07,Normal
38.24,97.71,35.92,Normal
36.89,98.03,35.79,Normal
29.65,96.29,34.28,Normal
37.22,97.88,34.44,Normal
37.3,96.52,34.74,Normal
25.9,96.76,35.84,Normal
35.63,95.86,34.43,Normal
25.62,98.07,35.74,Normal
33.73,98.18,35.75,Normal
31.27,97.3,35.82,Normal
37.22,98.91,35.84,Normal
38.73,95.08,35.38,Normal
33.57,95.79,34.16,Normal
34.86,96.29,35.46,Normal
26.67,96.93,34.49,Normal
31.98,95.17,35.94,Normal
27.9,99.89,34.6,Normal
35.9,98.07,35.71,Normal
25.24,95.19,35.79,Normal
38.65,95.85,34.64,Normal
36.03,95.16,35.68,Normal
29.29,98.17,34.71,Normal
31.32,99.43,35.67,Normal
35.63,99.32,34.27,Normal
30.01,97.8,35.48,Normal
37.35,99.51,35.66,Normal
35.45,97.82,35.72,Normal
36.29,98.21,35.61,Normal
30.81,98,34.76,Normal
38.52,97.11,35.16,Normal
38.88,98.73,35.02,Normal
38.6,98.92,34.55,Normal
30.89,99.13,34.19,Normal
37.54,99.6,35.51,Normal
39.7,97.11,35.91,Normal
33.66,95,34.98,Normal
26.12,98.22,35.4,Normal
39.34,97.42,35.4,Normal
27.25,99.06,34.92,Normal
31.97,95.54,35.46,Normal
32.43,99.04,35.6,Normal
35.96,95.22,34.6,Normal
36.1,96.63,34.35,Normal
37.82,98.23,35.84,Normal
39.62,97.13,35.61,Normal
36.69,96.42,34.28,Normal
37.78,96.27,35.77,Normal
28.48,95.02,35.19,Normal
33.47,95.34,35.01,Normal
28,98.55,34.66,Normal
32.75,97.48,34.52,Normal
34,97.66,35.52,Normal
39.13,99.07,34.4,Normal
27.53,97.37,34.28,Normal
27.61,98.39,34.2,Normal
31.52,96.07,34.28,Normal
28.96,99.28,35.02,Normal
36.94,96.27,35.21,Normal
26.56,99.54,35.26,Normal
34.52,98.31,34.7,Normal
39.22,95.79,35.59,Normal
39.97,95.68,34.89,Normal
36.87,98.12,35.55,Normal
26.98,99.39,34.09,Normal
26.79,96.83,35.98,Normal
31.67,98.32,35.37,Normal
32.77,96.3,34.76,Normal
26.83,97.29,34.6,Normal
25.76,99.09,34.63,Normal
39.34,99.19,35.15,Normal
36.03,95.15,35.96,Normal
37.68,97.35,34.9,Normal
28.06,97.33,34.53,Normal
30.66,95.56,34.23,Normal
37.47,98.96,35.77,Normal
32.57,95.47,34.7,Normal
39.83,95.21,35.31,Normal
36.3,97.51,35.35,Normal
30.65,96.41,34.65,Normal
25.99,98.86,34.95,Normal
30.7,97.56,35.58,Normal
34.95,97.86,35.12,Normal
33.44,96.41,34.68,Normal
33.79,98.92,35.98,Normal
39.06,99.4,35.21,Normal
25.58,99.38,34.01,Normal
32.63,99.75,34.59,Normal
35.09,96.25,35.27,Normal
31.42,98.55,35.64,Normal
32.86,95.59,34.6,Normal
28.32,95.07,35.58,Normal
29.34,97.13,34.28,Normal
32.37,96.6,35.65,Normal
32.11,98.56,35.19,Normal
27.3,98.17,34.89,Normal
36.31,98.63,35.84,Normal
33.63,97.05,35.26,Normal
27.2,96.87,35.38,Normal
25.17,96.16,35.99,Normal
38.52,99.08,34.46,Normal
39.69,97.9,35.09,Normal
39.87,96.35,34.69,Normal
38.14,97.5,35.95,Normal
27.79,97.66,35.95,Normal
38.95,97.41,35.69,Normal
32.85,98.67,35.85,Normal
30.09,95.47,35.12,Normal
38.23,98.89,34.84,Normal
37.53,95.22,35.83,Normal
26.84,96.67,34.72,Normal
32.34,95.54,34.82,Normal
31.57,95.98,35.34,Normal
37.34,95.82,35.3,Normal
35.88,98.97,35.49,Normal
35.01,95.87,35.52,Normal
26.88,98.88,35,Normal
39.9,96.81,34.41,Normal
36.91,97.85,35.99,Normal
30.63,97.13,34.11,Normal
